Label,Japanese,English,Notes,
STR_B_1BA, ・・・いま\,,,
STR_B_1C7, ハ゛ク゛サイトは,,,
STR_B_1DA, ウェルテ゛ハイト゛\,,,
STR_B_1EB, という、,,,
STR_B_1FA, しゅうた゛んに\,,,
STR_B_209, ねらわれている。,,,
STR_B_21C, ウェルテ゛ハイト゛は\,,,
STR_B_22E, ウイルスを は゛らまき,,,
STR_B_244, ハ゛ク゛を\,,,
STR_B_251, きょうほ゛うか,,,
STR_B_263, させてしまった。,,,
STR_B_276, このままて゛は\,,,
STR_B_285, ハ゛ク゛サイトの,,,
STR_B_298, へいわか゛\,,,
STR_B_2A5, ヤツらによって,,,
STR_B_2B7, おひ゛やかされる\,,,
STR_B_2C7, た゛ろう。,,,
STR_B_2D7, それを ふせく゛には\,,,
STR_B_2E9, おまえのような,,,
STR_B_2FB, ハ゛ク゛にすかれる\,,,
STR_B_30C, ハッカーか゛,,,
STR_B_31D, ひつようなんた゛!,,,
STR_B_331, [name]、\,,,
STR_B_33B, ハ゛ク゛サイトの,,,
STR_B_34E, へいわを まもるために,,,
STR_B_360, てつた゛ってくれ!」,,(Yes/No Question),
STR_B_3A8,ちちおや\,"Dad:
You’re joining us? Great!
From now on, you’re a member of Guardian.
As proof of that, I’ll officially recognize you as a B-Class Hacker.",(Yes),
STR_B_3B3,「やってくれるか,,,
STR_B_3C5, よし、いまから、\,,,
STR_B_3D5, おまえは、,,,
STR_B_3E5, カ゛ーテ゛ィアンの\,,,
STR_B_3F6, いちいんた゛,,,
STR_B_407, そのあかしとして、\,,,
STR_B_418, おまえを、,,,
STR_B_428, Bきゅうハッカーに\,,,
STR_B_439, にんていしよう」,,,
STR_B_461,[name]は、\,[name] became a B-Class Hacker!,(Yes),
STR_B_46B,Bきゅうハッカーになった!,,,
STR_B_497,ちちおや\,"Dad:
The Bug List is a list that shows the different Bugs you’ve collected.
You can check it by selecting the Bug List in the Mobile menu.
Completing it is the most important thing for a Hacker!
Bugs can be caught using a Vaccine.
During battle, if you use a Vaccine on the Bug you wanna catch, there’s a chance to remove their viruses.
If all viruses are removed, that Bug can become your ally. There are various kinds of Vaccines.
If a vaccine seems to be not very effective, you can increase its effectiveness by weakening the target Bug before using it. 
Just catching the Bug is no good. You have to equip a Chip to them and add them to your party.
A party can include up to three Bugs.
It can be set up through the Mobile Menu.
Vaccines, Chips, and so on are all items you can buy from a Shop at Bugsite!
If you forget any of this, go to the Beginner’s House in Ami Techno Area and all your questions will be answered.
You're still a B-Class Hacker, but if you increase your rank, it will become easier to catch more Bugs.
Increase your rank, catch more Bugs, fill out your Bug List, and you'll likely become the strongest Hacker around.
Do your best, [name]!",(Yes),
STR_B_4A2,「ハ゛ク゛リストは,,,
STR_B_4B5, ハ゛ク゛をと゛れた゛け,,,
STR_B_4C7, あつめたかか゛,,,
STR_B_4D9, わかるリストた゛。,,,
STR_B_4ED, モハ゛イルて゛\,,,
STR_B_4FC, ハ゛ク゛リストを,,,
STR_B_50F, えらんて゛かくにん\,,,
STR_B_520, してみるといいた゛ろう,,,
STR_B_536, ハ゛ク゛リストを\,,,
STR_B_546, かんせいさせることか゛,,,
STR_B_55C, ハッカーとして1は゛ん,,,
STR_B_56E, たいせつなことなんた゛,,,
STR_B_584, ハ゛ク゛はワクチンて゛,,,
STR_B_596, つかまえられるそ゛,,,
STR_B_5AA, せんとうちゅうに\,,,
STR_B_5BA, つかまえたいハ゛ク゛に,,,
STR_B_5D0, ワクチンを つかうと\,,,
STR_B_5E2, ハ゛ク゛のウイルスを,,,
STR_B_5F7, し゛ょきょすることか゛,,,
STR_B_609, て゛きる。,,,
STR_B_619, ウイルスを すへ゛て\,,,
STR_B_62B, し゛ょきょしてやれは゛,,,
STR_B_641, そのハ゛ク゛を\,,,
STR_B_650, なかまにて゛きるそ゛!,,,
STR_B_666, ハ゛ク゛を つかまえる,,,
STR_B_678, ワクチンには,,,
STR_B_689, いろいろな\,,,
STR_B_696, しゅるいか゛ある。,,,
STR_B_6AA, またワクチンか゛\,,,
STR_B_6BA, ききにくいは゛あいは,,,
STR_B_6CF, ハ゛ク゛を よわらせて,,,
STR_B_6E1, からつかうと,,,
STR_B_6F2, ワクチンの\,,,
STR_B_6FF, こうかか゛あか゛るそ゛,,,
STR_B_715, ハ゛ク゛は つかまえた,,,
STR_B_727, た゛けて゛はタ゛メた゛,,,
STR_B_73D, チッフ゜を\,,,
STR_B_74A, そうひ゛させ、,,,
STR_B_75C, ハ゜ーティに\,,,
STR_B_76A, くみこむんた゛。,,,
STR_B_77D, ハ゜ーティは3たいまて゛,,,
STR_B_790, くみこめるそ゛。,,,
STR_B_7A3, ハ゜ーティは\,,,
STR_B_7B1, モハ゛イルの,,,
STR_B_7C2, へんせいて゛\,,,
STR_B_7D0, くみかえか゛て゛きる。,,,
STR_B_7E6, ワクチンやチッフ゜なと゛,,,
STR_B_7F9, アイテムは,,,
STR_B_809, ハ゛ク゛サイトの\,,,
STR_B_819, ショッフ゜て゛,,,
STR_B_82B, かうことか゛\,,,
STR_B_839, て゛きるそ゛!,,,
STR_B_84B, なにか わからない\,,,
STR_B_85C, コトか゛あったら,,,
STR_B_86F, かくラント゛の\,,,
STR_B_87E, テクノエリアにある,,,
STR_B_892, ヒ゛キ゛ナーハウスに\,,,
STR_B_8A4, いけは゛、,,,
STR_B_8B4, おまえのき゛もんも\,,,
STR_B_8C5, かいけつするた゛ろう,,,
STR_B_8DA, おまえは また゛\,,,
STR_B_8EA, Bきゅうハッカーた゛か゛,,,
STR_B_901, ハッカーランクか゛\,,,
STR_B_912, あか゛れは゛,,,
STR_B_923, もっとハ゛ク゛を\,,,
STR_B_933, あつめやすくなる。,,,
STR_B_947, ランクをあけ゛て\,,,
STR_B_957, ハ゛ク゛をあつめて,,,
STR_B_96B, ハ゛ク゛リストを\,,,
STR_B_97B, かんせいさせることて゛,,,
STR_B_991, おまえは さいきょうの,,,
STR_B_9A3, ハッカーになれるんた゛,,,
STR_B_9B9, か゛んは゛れよ!\,,,
STR_B_9C9, [name]!」,,,
STR_B_9ED,ちちおや\,"Dad:
[name]!
Please do me a favor and join Guardian...",(No),
STR_B_9F8,「[name]!,,,
STR_B_A05, わたしの たのみを\,,,
STR_B_A16, きいてくれ!」,,(End of prologue.),
,,,,
STR_C_87,ははおや\,"Mom:
It's morning, wake up!",(Wake up),
STR_C_92,「あさよ、,,,
STR_C_A1, おきなさい!」,,,
STR_C_CC,ははおや\,"Mom:
How long were you planning on sleeping?
You're late for school!",,
STR_C_D7,「いつまて゛,,,
STR_C_E7, ねてるつもりなの?,,,
STR_C_FB, か゛っこう、\,,,
STR_C_109, ちこくしちゃうわよ」,,,
,,,,
STR_D_6C,ユイ\,"Yui:
Hey!
Have you started using the Internet yet?
Here, have my e-mail address.",(Exit house),
STR_D_75,「おはよう!,,,
STR_D_85, ねえねえ、\,,,
STR_D_92, インターネットを,,,
STR_D_A5, はし゛めたんた゛って?,,,
STR_D_BB, これ、わたしの\,,,
STR_D_CA, メールアト゛レスよ,,,
STR_D_F3,[name]は\,[name] and Yui swapped e-mail addresses.,,
STR_D_FC,ユイと,,,
STR_D_109,メールアト゛レスを\,,,
STR_D_119,こうかんした,,,
STR_D_13E,ユイ\,"Yui:
Feel free to e-mail me about anything.
I've got class duty, so I'm going to school early.
See ya later!",,
STR_D_147,「なにかあったら,,,
STR_D_159, メールするね,,,
STR_D_16A, きょうは\,,,
STR_D_176, にっちょくた゛から,,,
STR_D_18A, さきにか゛っこうへ\,,,
STR_D_19B, いってるね。,,,
STR_D_1AC, し゛ゃあね」,,,
STR_D_1E5,し゛ゅき゛ょうか゛はし゛まる\,"The bell has rung and school is starting.
It looks like you arrived just in time...",,
STR_D_1FA,チャイムか゛なった。,,,
STR_D_20E,キ゛リキ゛リし゛かんに\,,,
STR_D_220,まにあったようた゛。,,,
,,,,
STR_E_74,せんせい\,"Teacher:
Hello.
The school management computer has been acting weird, so you can't go to class right now.
I called someone over from Guardian to fix it, so you'll be able to enter soon.
Hold on a minute.
Uh, don't leave school just because you can't go to class!",(School),
STR_E_7F,「おはよう。,,,
STR_E_8F, か゛っこうを\,,,
STR_E_9D, かんりしている,,,
STR_E_AF, コンヒ゜ューターか゛\,,,
STR_E_C1, おかしくなってしまって,,,
STR_E_D7, か゛っこうに\,,,
STR_E_E5, はいれないの。,,,
STR_E_F7, いまカ゛ーテ゛ィアンの,,,
STR_E_109, ひとにれんらくしたから,,,
STR_E_11F, もうすく゛\,,,
STR_E_12C, はいれるようになるわ。,,,
STR_E_142, ちょっと\,,,
STR_E_14E, まっててね。,,,
STR_E_15F, あ、きょうしつに\,,,
STR_E_16F, はいれないからって,,,
STR_E_183, か゛っこうからて゛ちゃ,,,
STR_E_195, た゛めよ」,,,
STR_E_22E,ユイ\,"Yui:
Guess what! Do you know about ""Guardian""?",(Yes/No question),
STR_E_237,「ねえねえ、,,,
STR_E_247, カ゛ーテ゛ィアンって\,,,
STR_E_259, しってる?」,,,
STR_E_2A7,ユイ\,"Yui:
Really?
Despite not knowing how to use a computer, you sure are well-informed...",(Yes?),
STR_E_2B0,「へえ、,,,
STR_E_2BE, コンヒ゜ューター\,,,
STR_E_2CE, おんちなのに、,,,
STR_E_2E0, くわしいのね」,,,
STR_E_2F1,ユイ\,"Yui:
Guardian is really cool!
They deal with incidents like these all the time.",(No?),
STR_E_2FA,「カ゛ーテ゛ィアンって,,,
STR_E_30F, すこ゛いんた゛から!,,,
STR_E_324, こんなし゛けんなんて\,,,
STR_E_336, チョイチョイよ」,,,
STR_E_35F,ちちおやからの\,Got an e-mail from Dad.,,
STR_E_36D,メールをし゛ゅしんしました。,,,
STR_E_39A,ちちおや\,"Dad:
Hello. Dad here.
I need to talk to you about the computer from your school that's misbehaving.
The four lands of Bugsite have one port.
Go towards Amiland, and check out the source of the disturbance!
First off, it'd be a good thing if you collected some information in Ami Techno Area, the place you went to before.
You'll need to Dive in from the Access Point in the school's broadcasting room, [name]!",,
STR_E_3A5,「わたした゛。,,,
STR_E_3B6, いま、おまえの\,,,
STR_E_3C5, か゛っこうから,,,
STR_E_3D7, コンヒ゜ューターか゛\,,,
STR_E_3E9, おかしいと,,,
STR_E_3F9, れんらくか゛\,,,
STR_E_407, あってな。,,,
STR_E_417, ハ゛ク゛サイト\,,,
STR_E_426, 4た゛いラント゛の,,,
STR_E_43A, 1つて゛ある\,,,
STR_E_448, アミラント゛へいって,,,
STR_E_45D, そのけ゛んいんを\,,,
STR_E_46D, たしかめてくれ!,,,
STR_E_480, ます゛は、\,,,
STR_E_48D, せ゛んかい いった,,,
STR_E_4A1, アミテクノエリアて゛\,,,
STR_E_4B3, し゛ょうほうを,,,
STR_E_4C5, あつめてくると\,,,
STR_E_4D4, いいた゛ろう。,,,
STR_E_4E6, か゛っこうの\,,,
STR_E_4F4, ほうそうしつにある,,,
STR_E_508, アクセスホ゜イントから,,,
STR_E_51A, ハ゛ク゛サイトへ,,,
STR_E_52D, タ゛イフ゛してくれ,,,
STR_E_541, たのんた゛そ゛\,,,
STR_E_550, [name]!」,,,
STR_E_58E,せんせい\,"Teacher:
Uh, don't leave school just because you can't go to class!",,
STR_E_599,「きょうしつに,,,
STR_E_5AA, はいれないからって、,,,
STR_E_5BF, か゛っこうからて゛ちゃ,,,
STR_E_5D1, た゛めよ」,,,
,,,,
STR_F_93,アミサファリエリアへの\,"This is the gate to Ami Safari Area.
You don’t have the password to open it.",(Amiland Site Gate),
STR_F_A5,ケ゛ートて゛す。,,,
STR_F_B7,このケ゛ートを ひらくための\,,,
STR_F_CC,ハ゜スワート゛か゛ありません。,,,
STR_F_108,アミサファリエリアへの\,"This is the gate to Ami Safari Area.
Please enter the password.",,
STR_F_11A,ケ゛ートて゛す。,,,
STR_F_12C,ハ゜スワート゛を\,,,
STR_F_13B,にゅうりょくしてくた゛さい,,,
STR_F_1E1,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_F_213,このさきは\,Beyond this gate lies Ami Safari Area.,,
STR_F_21F,アミサファリエリアへの,,,
STR_F_234,ケ゛ートになります。,,,
STR_F_269,アミラント゛への\,"This is the gate to Amiland.
You don’t have the password to open it.",,
STR_F_278,ケ゛ートて゛す。,,,
STR_F_28A,このケ゛ートを ひらくための\,,,
STR_F_29F,ハ゜スワート゛か゛ありません。,,,
STR_F_2DB,アミラント゛への\,"This is the gate to Amiland.
Please enter the password.",,
STR_F_2EA,ケ゛ートて゛す。,,,
STR_F_2FC,ハ゜スワート゛を\,,,
STR_F_30B,にゅうりょくしてくた゛さい,,,
STR_F_3B1,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_F_3E3,このさきは\,Beyond this gate lies Amiland.,,
STR_F_3EF,アミラント゛への,,,
STR_F_401,ケ゛ートになります。,,,
STR_F_42B,ハ゜スワート゛を\,"Password confirmed.
Please feel free to pass through.",,
STR_F_43A,かくにんしました。,,,
STR_F_44D,と゛うそ゛\,,,
STR_F_459,おとおりくた゛さい。,,,
STR_F_483,このさきは\,Beyond this gate lies Ami Techno Area.,,
STR_F_48F,アミテクノエリアへの,,,
STR_F_4A3,ケ゛ートになります。,,,
,,,,
STR_11_61,てんちょう\,"Manager:
Aah, I'm truly sorry about yesterday.
Never did I think you'd have been from Guardian...
Please accept this apology.",(Return to Yamaneko),
STR_11_6D,「あっ、,,,
STR_11_77, ,,,
STR_11_82, と゛うも\,,,
STR_11_8E, このあいた゛は,,,
STR_11_9C, ,,,
STR_11_A7, ほんとうに\,,,
STR_11_B4, しつれいしました,,,
STR_11_C7, まさか\,,,
STR_11_D2, カ゛ーテ゛ィアンの,,,
STR_11_E6, かたた゛ったとは・・・,,,
STR_11_FC, おわひ゛といっては\,,,
STR_11_10D, なんて゛すか゛,,,
STR_11_11F, これを\,,,
STR_11_12A, つかってくた゛さい,,,
STR_11_153,アミラント゛と\,Got the Passwords for Amiland and Ami Safari Area.,,
STR_11_161,アミサファリエリアの,,,
STR_11_175,ハ゜スワート゛を\,,,
STR_11_184,てにいれた,,,
STR_11_19A,これて゛し゛ゆうに\,You can now travel throughout Amiland areas freely!,,
STR_11_1AA,いききて゛きるそ゛,,,
STR_11_1D2,てんちょう\,"Manager:
There are many wild Bugs in the Safari Area.
Hackers catch Bugs there to increase their party.
Bugs have their own affinities, so even a strong Bug could be defeat by a weaker one in an one-on-one battle if they had a disadvantage.
Catching a lot of Bugs and organizing your party to always fight effectively is what professional Hackers do.
If you’re getting to a new Land for the first time, it could be a good idea to get to the Safari Area first to catch new Bugs.",,
STR_11_1DE,「サファリエリアには\,,,
STR_11_1F3, やせいのハ゛ク゛か゛\,,,
STR_11_205, たくさんいますよ。,,,
STR_11_219, ハッカーの\,,,
STR_11_226, みなさんは、,,,
STR_11_237, そこて゛ハ゛ク゛を\,,,
STR_11_248, つかまえて,,,
STR_11_258, なかまを\,,,
STR_11_264, ふやすんて゛す。,,,
STR_11_277, ハ゛ク゛には\,,,
STR_11_285, あいしょうか゛あって、,,,
STR_11_29B, いくら\,,,
STR_11_2A6, つよいハ゛ク゛て゛も,,,
STR_11_2BB, 1たいて゛は\,,,
STR_11_2C9, あいしょうのわるい,,,
STR_11_2DD, ハ゛ク゛に やられて\,,,
STR_11_2EF, しまいますからね。,,,
STR_11_303, たくさんハ゛ク゛を\,,,
STR_11_314, つかまえて、,,,
STR_11_325, と゛んなハ゛ク゛か゛\,,,
STR_11_337, おそってきても,,,
STR_11_349, ゆういに\,,,
STR_11_355, たたかえるように,,,
STR_11_368, ハ゜ーティの\,,,
STR_11_376, へんせいを するのか゛,,,
STR_11_38C, フ゜ロのハッカー\,,,
STR_11_39C, た゛とか。,,,
STR_11_3AC, はし゛めて はいる\,,,
STR_11_3BD, ラント゛に いったら,,,
STR_11_3D2, ます゛サファリエリアに,,,
STR_11_3E4, よって,,,
STR_11_3F2, あたらしいハ゛ク゛を\,,,
STR_11_404, つかまえるのか゛,,,
STR_11_417, いいて゛すよ」,,,
STR_11_473,「いらっしゃいませ!,"Welcome to our store!
This is our insider e-mail address.
We'll send an e-mail whenever we're having a huge blowout sale!",,
STR_11_487, これ、うちの\,,,
STR_11_495, メールアト゛レスて゛す,,,
STR_11_4AB, おおうりた゛しのときは,,,
STR_11_4BD, メールしますよ」,,,
STR_11_4E5,[name]は\,[name] exchanged e-mail addresses.,,
STR_11_4EE,メールアト゛レスを,,,
STR_11_501,こうかんした,,,
STR_11_527,「18さいみまんおことわり」\,"""No admittance under 18"" is written here.
It looks like only adults are allowed inside.",,
STR_11_53C,と、かいてある。,,,
STR_11_54E,このみせは オトナしか\,,,
STR_11_560,はいれないようた゛,,,
,,,,
STR_12_61,アミテクノエリアの\,Got an e-mail from Ami Techno Area’s Chip Shop.,(Enter Amiland),
STR_12_71,チッフ゜やからの,,,
STR_12_83,メールをし゛ゅしんしました。,,,
STR_12_B0,「あっ、と゛ーも\,"Hey! It’s the Chip Shop in Ami Techno Area.
Just letting you know that new items are in stock.
Please drop by whenever you’re nearby.",,
STR_12_BF, アミラント゛の,,,
STR_12_CD, ,,,
STR_12_D8, テクノエリアの\,,,
STR_12_E7, チッフ゜やっす。,,,
STR_12_FA, あたらしいしなものか゛,,,
STR_12_10C, はいりましたんて゛,,,
STR_12_120, おしらせします。,,,
STR_12_12F, ,,,
STR_12_13A, ちかくにきたら\,,,
STR_12_149, よってくた゛さい」,,,
STR_12_173,カ゛ート゛マン\,"Security Guard:
Unauthorized personnel is prohibited.
I won’t let you through, even if I have to use force!",,
STR_12_181,「ふ゛か゛いしゃは,,,
STR_12_194, たちいりきんした゛。,,,
STR_12_1A9, とおすわけには\,,,
STR_12_1B8, いかない!,,,
STR_12_1C8, もし、\,,,
STR_12_1D3, とおりたいのなら,,,
STR_12_1E6, ちからす゛くて゛\,,,
STR_12_1F6, とおってみな!」,,,
STR_12_26B,カ゛ート゛マン\,"Security Guard:
I lost... I’m not qualified to be a guard...",,
STR_12_279,「まけた・・・。,,,
STR_12_28B, カ゛ート゛マン\,,,
STR_12_29A, しっかく・・・」,,,
,,,,
STR_14_AD,トコ\,"Toko:
Have a complaint about me? Pretty bold of ya!",(Trinity Building),
STR_14_B6,「あたいに,,,
STR_14_C5, ケチつけるなんて、\,,,
STR_14_D6, シ゛ョートーし゛ゃん」,,,
STR_14_15F,トコ\,"Toko:
Working in an office was so much easier...
Hey boy, if you wanna have some fun with this lady, e-mail me!","Typical “onee-san” line, replaced with lady to make it sound more natural in english.",
STR_14_168,「かいしゃいんのほうか゛,,,
STR_14_17E, ラクた゛ったわァ,,,
STR_14_191, ほ゛うや、\,,,
STR_14_19E, おねーさんのこのみ,,,
STR_14_1B2, いいことしたいなァ\,,,
STR_14_1C3, メールしよう」,,,
STR_14_1EA,[name]は\,[name] exchanged e-mail addresses with Black Hat lady Toko.,,
STR_14_1F3,ムホウモノねーさん トコと,,,
STR_14_20A,メールアト゛レスを\,,,
STR_14_21A,こうかんした,,,
STR_14_23F,トコ\,"Toko:
If I get some hot info, I’ll e-mail you right away, mkay?",,
STR_14_248,「いいし゛ょうほうか゛,,,
STR_14_25D, はいったら、,,,
STR_14_26E, そっこうメール\,,,
STR_14_27D, するわね」,,,
STR_14_319,トコ\,"Toko:
Have a complaint about me? Pretty bold of ya!",,
STR_14_322,「あたいに,,,
STR_14_331, ケチつけるなんて、\,,,
STR_14_342, シ゛ョートーし゛ゃん」,,,
STR_14_3CB,トコ\,"Toko:
Working in an office was so much easier...",,
STR_14_3D4,「かいしゃいんのほうか゛,,,
STR_14_3EA, ラクた゛ったわァ」,,,
STR_14_48B,ウエニョン\,"Uenyon:
If you win, my bandana is yours!",,
STR_14_497,「オレにかったら、,,,
STR_14_4AA, オレのハ゛ンタ゛ナを\,,,
STR_14_4BC, あけ゛るよ」,,,
STR_14_540,ウエニョン\,"Uenyon:
I’ll win next time, and you’ll give it back to me, deal?
Also, if I find a new Bug, I’ll e-mail you.",,
STR_14_54C,「こんと゛,,,
STR_14_55B, オレか゛かったら、\,,,
STR_14_56C, かえしてくれよな,,,
STR_14_57F, あたらしいハ゛ク゛を\,,,
STR_14_591, みつけたら,,,
STR_14_5A1, メールするよ」,,,
STR_14_5C8,[name]は\,[name] exchanged e-mail addresses with Black Hat dude Uenyon.,,
STR_14_5D1,ムホウモノ ウエニョンと,,,
STR_14_5E7,メールアト゛レスを,,,
STR_14_5F6,こうかんした,,,
STR_14_61B,ウエニョン\,"Uenyon:
Let’s meet again!",,
STR_14_627,「また、あおうせ゛」,,,
STR_14_6C7,ウエニョン\,"Uenyon:
If you win, my bandana is yours!",,
STR_14_6D3,「オレにかったら、,,,
STR_14_6E6, オレのハ゛ンタ゛ナを\,,,
STR_14_6F8, あけ゛るよ」,,,
STR_14_77C,ウエニョン\,"Uenyon:
Shoot! Thought I could win.",,
STR_14_788,「チクショー,,,
STR_14_798, かてると\,,,
STR_14_7A4, おもったのに」,,,
STR_14_842,オーチ\,"Ochi:
My, my! Think you can beat me?",,
STR_14_84C,「アーラ、ワタクシに,,,
STR_14_860, かてるとて゛も\,,,
STR_14_86F, おもって?」,,,
STR_14_8F3,オーチ\,"Ochi:
Boo-hoo... What a shame! I hope my son grows up to be just like you.
Here, use this e-mail address to reach me.",,
STR_14_8FD,「トホホホ・・・,,,
STR_14_90F, ワタクシとしたことか゛,,,
STR_14_921, ウチのコにも,,,
STR_14_932, あなたみたいな\,,,
STR_14_941, おとこのこになって,,,
STR_14_955, ほしいサ゛ァマスわ,,,
STR_14_969, これ、わたくしの\,,,
STR_14_979, メールアト゛レスよ」,,,
STR_14_9A3,[name]は\,[name] exchanged e-mail addresses with high-class Black Hat Ochi.,,
STR_14_9AC,サ゛ァマスムホウモノのオーチと,,,
STR_14_9C5,メールアト゛レスを\,,,
STR_14_9D5,こうかんした,,,
STR_14_9FA,オーチ\,"Ochi:
Excuse me.",,
STR_14_A04,「こ゛めんあそは゛せ」,,,
STR_14_AA5,オーチ\,"Ochi:
My, my! Think you can beat me?",,
STR_14_AAF,「アーラ、ワタクシに,,,
STR_14_AC3, かてるとて゛も\,,,
STR_14_AD2, おもって?」,,,
STR_14_B56,オーチ\,"Ochi:
Boo-hoo... What a shame! This is so frustrating...!",,
STR_14_B60,「トホホホ・・・,,,
STR_14_B72, ワタクシとしたことか゛,,,
STR_14_B84, ク、クヤシーッ!!」,,,
,,,,
STR_1B_61,カミセン\,"Kamisen:
Bwahaha!
The name’s Kamisen, and I’m managing FE Building.
Actually, would it make it easier to understand if I said I’m a Weldehyde executive?
Bwahaha!
I did hear Guardian had infiltrated here, but for it to be just a kid like you... Guardian has fallen! Amiland already belongs to Weldehyde!
Get ready!",(Trinity Building boss),
STR_1B_6C,「ハッハッハッ!,,,
STR_1B_7E, わたしか゛\,,,
STR_1B_8B, このFEヒ゛ルを,,,
STR_1B_9E, かんりしている\,,,
STR_1B_AD, カミセンた゛!,,,
STR_1B_BF, ウェルテ゛ハイト゛の\,,,
STR_1B_D1, かんふ゛といったほうか゛,,,
STR_1B_E8, わかりやすいかな?\,,,
STR_1B_F9, ハッハッハッ!,,,
STR_1B_10B, カ゛ーテ゛ィアンの\,,,
STR_1B_11C, やつか゛,,,
STR_1B_12B, しんにゅう してきた\,,,
STR_1B_13D, という,,,
STR_1B_14B, れんらくか゛\,,,
STR_1B_159, あったか゛、,,,
STR_1B_16A, キミの ような\,,,
STR_1B_179, こと゛もとは・・・。,,,
STR_1B_18E, カ゛ーテ゛ィアンも\,,,
STR_1B_19F, おちたものた゛な!,,,
STR_1B_1B3, もう\,,,
STR_1B_1BD, このアミラント゛は,,,
STR_1B_1D1, ウェルテ゛ハイト゛の\,,,
STR_1B_1E3, ものさ!,,,
STR_1B_1F2, かくこ゛しろ!!」,,,
STR_1B_268,カミセン\,"Kamisen:
Ugh... To think my plan to emit jamming waves and throw land computers into chaos would be interfered by a mere child...",,
STR_1B_273,「クックックッ・・・,,,
STR_1B_287, ほ゛うか゛いて゛んは゜,,,
STR_1B_299, を た゛して,,,
STR_1B_2AA, ちし゛ょうの\,,,
STR_1B_2B8, コンヒ゜ューターを,,,
STR_1B_2CC, こんらんさせる\,,,
STR_1B_2DB, もくてきか゛,,,
STR_1B_2EC, こんな\,,,
STR_1B_2F7, こと゛もに,,,
STR_1B_307, し゛ゃまされる\,,,
STR_1B_316, とは・・・」,,,
STR_1B_3B2,[name]は\,"[name] got the Release Key!
Now the radio wave disruption can be fixed. 
Check the Antenna Computer to restore radio signals to normal.",,
STR_1B_3BB,かいし゛ょキーを,,,
STR_1B_3CD,てにいれた。\,,,
STR_1B_3E1,これて゛,,,
STR_1B_3EF,て゛んは゜し゛ょうたいか゛\,,,
STR_1B_403,なおせる!,,,
STR_1B_412,アンテナの\,,,
STR_1B_41E,コンヒ゜ューターを しらへ゛て,,,
STR_1B_437,て゛んは゜を\,,,
STR_1B_444,せいし゛ょうに もと゛そう!,,,
STR_1B_479,ほ゛うか゛いて゛んは゜か゛\,"The jamming signal has stopped! 
Computers in the real world are back to normal.",,
STR_1B_48D,とまった!,,,
STR_1B_49C,け゛んし゛つせかいの\,,,
STR_1B_4AD,コンヒ゜ューターか゛,,,
STR_1B_4C1,せいし゛ょうに もと゛った!,,,
STR_1B_4D9,さあ、\,"Now, time to go back to school!",,
STR_1B_4E3,か゛っこうに もと゛ろう!,,,
,,,,
STR_1D_3B,ユイ\,"Yui:
Geez, where on earth were you? 
While you were gone, Guardian solved this incident.
Looks like we can get into the school now. Come on, let’s go!",(Return to school),
STR_1D_44,「んもぅ,,,
STR_1D_52, いったい\,,,
STR_1D_5E, と゛こへ いってたのよ,,,
STR_1D_74, あなたか゛\,,,
STR_1D_81, と゛こかへ いっている,,,
STR_1D_97, あいた゛に、\,,,
STR_1D_A5, カ゛ーテ゛ィアンか゛,,,
STR_1D_BA, し゛けんを\,,,
STR_1D_C7, かいけつ しちゃったわ,,,
STR_1D_DD, か゛っこうに\,,,
STR_1D_EB, はいれるように,,,
STR_1D_FD, なったみたい。\,,,
STR_1D_10C, はやくいこうよ!!」,,,
STR_1D_1E1,こうして、\,"Thus, [name] successfully completed his first mission as a Guardian member.",,
STR_1D_1ED,[name]は,,,
STR_1D_1F9,カ゛ーテ゛ィアンの たいいんとして\,,,
STR_1D_211,はつにんむをおえた,,(End of Amiland arc),
,,,,
STR_1E_87,ははおや\,"Mom:
It’s morning already, [name]. Time to wake up!",(Wake up),
STR_1E_92,「あさよ、,,,
STR_1E_A1, [name]、\,,,
STR_1E_AB, おきなさい!」,,,
STR_1E_D6,ははおや\,"Mom:
Did you forget to do you homework yesterday? Yui told me...
You can go play after you finish it.",,
STR_1E_E1,「きのう,,,
STR_1E_EF, しゅくた゛いを\,,,
STR_1E_FE, わすれたんた゛って?,,,
STR_1E_113, ユイちゃんから\,,,
STR_1E_122, きいたわよ,,,
STR_1E_132, しゅくた゛いか゛\,,,
STR_1E_142, おわってから,,,
STR_1E_153, あそひ゛にいくのよ」,,,
,,,,
STR_1F_3B,ユイ\,"Yui:
Listen, listen! Something pretty crazy is going on at the harbor. 
Are you going to check it out?",(Exit house),
STR_1F_44,「ねえねえねえ,,,
STR_1F_55, きいたきいた?,,,
STR_1F_67, なんた゛か\,,,
STR_1F_74, みなとか゛,,,
STR_1F_84, スコ゛イことに\,,,
STR_1F_93, なってるみたいよ,,,
STR_1F_A6, いってみたら?」,,,
,,,,
STR_20_74,ト゛アの むこうから\,Voices can be heard from the other side of the door...,(Harbor),
STR_20_85,はなしこ゛えか゛きこえる・・・。,,,
STR_20_B4,「はい、そうさは\,"Yes, the operation is going smoothly. We’ll dive into Sealand now.",,
STR_20_C3, し゛ゅんちょうに,,,
STR_20_D6, すすんて゛います\,,,
STR_20_E6, これから,,,
