Label,Japanese,English,Notes
STR_DE_1FDF,\,\,
STR_DE_1FE6,し゛しんを はっせいさせる,し゛しんを はっせいさせる,
STR_DE_1FFB,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_200D,\,\,
STR_DE_2014,きょうれつな し゛しんこうけ゛き,きょうれつな し゛しんこうけ゛き,
STR_DE_202C,し゛ふ゛んか゛たおれるかわりに,し゛ふ゛んか゛たおれるかわりに,
STR_DE_2041,\,\,
STR_DE_2048,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_205E,ふしき゛なおと゛りをまって、,ふしき゛なおと゛りをまって、,
STR_DE_2072,\,\,
STR_DE_2079,てきせ゛んたいをこんらんさせる,てきせ゛んたいをこんらんさせる,
STR_DE_2090,ちからをためてこうけ゛きりょくを,ちからをためてこうけ゛きりょくを,
STR_DE_20A6,\,\,
STR_DE_20AD,アッフ゜させる,アッフ゜させる,
STR_DE_20BC,し゛ふ゛んの すは゛やさを,し゛ふ゛んの すは゛やさを,
STR_DE_20CF,\,\,
STR_DE_20D6,アッフ゜させる,アッフ゜させる,
STR_DE_20E5,からた゛をかたくして,からた゛をかたくして,
STR_DE_20F5,\,\,
STR_DE_20FC,ほ゛うき゛ょりょくアッフ゜,ほ゛うき゛ょりょくアッフ゜,
STR_DE_2111,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2123,\,\,
STR_DE_212A,レーサ゛ーこうせんて゛こうけ゛き,レーサ゛ーこうせんて゛こうけ゛き,
STR_DE_2142,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2154,\,\,
STR_DE_215B,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_2171,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2184,\,\,
STR_DE_218B,ヒレて゛てきを たたいてこうけ゛き,ヒレて゛てきを たたいてこうけ゛き,
STR_DE_21A4,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_21B7,\,\,
STR_DE_21BE,シッホ゜て゛てきを なく゛りつける,シッホ゜て゛てきを なく゛りつける,
STR_DE_21D7,おおきなこえて゛さけんて゛,おおきなこえて゛さけんて゛,
STR_DE_21EA,\,\,
STR_DE_21F1,てき1たいをひるませる,てき1たいをひるませる,
STR_DE_2204,おおこ゛えのしんかけい,おおこ゛えのしんかけい,
STR_DE_2215,\,\,
STR_DE_221C,てきせ゛んたいをひるませる,てきせ゛んたいをひるませる,
STR_DE_2231,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2244,\,\,
STR_DE_224B,はさみて゛てきを きりきさ゛む,はさみて゛てきを きりきさ゛む,
STR_DE_2262,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2275,\,\,
STR_DE_227C,やりを つきさして こうけ゛き,やりを つきさして こうけ゛き,
STR_DE_2293,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_22A6,\,\,
STR_DE_22AD,けんて゛てきを きりつける,けんて゛てきを きりつける,
STR_DE_22C2,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_22D5,\,\,
STR_DE_22DC,ツメやけんて゛れんそ゛くこうけ゛き,ツメやけんて゛れんそ゛くこうけ゛き,
STR_DE_22F5,ねは゛ねは゛するカ゛ムをまきつけ,ねは゛ねは゛するカ゛ムをまきつけ,
STR_DE_230B,\,\,
STR_DE_2312,てきのすは゛やさをさけ゛る,てきのすは゛やさをさけ゛る,
STR_DE_2327,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2339,\,\,
STR_DE_2340,みす゛てっほ゜うて゛こうけ゛き,みす゛てっほ゜うて゛こうけ゛き,
STR_DE_2357,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2369,\,\,
STR_DE_2370,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_2386,まわりのふうけいに とけこんて゛,まわりのふうけいに とけこんて゛,
STR_DE_239C,\,\,
STR_DE_23A3,かいひりつをあけ゛る,かいひりつをあけ゛る,
STR_DE_23B5,と゛くのねんえきをはいて,と゛くのねんえきをはいて,
STR_DE_23C7,\,\,
STR_DE_23CE,てきをと゛くにする,てきをと゛くにする,
STR_DE_23DF,まわりにはっは゜をまきちらして,まわりにはっは゜をまきちらして,
STR_DE_23F4,\,\,
STR_DE_23FB,かいひりつをあけ゛る,かいひりつをあけ゛る,
STR_DE_240D,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2420,\,\,
STR_DE_2427,すると゛いはっは゜て゛こうけ゛き,すると゛いはっは゜て゛こうけ゛き,
STR_DE_243F,たいようのひかりて゛,たいようのひかりて゛,
STR_DE_244F,\,\,
STR_DE_2456,し゛ふ゛んのHPをかいふくさせる,し゛ふ゛んのHPをかいふくさせる,
STR_DE_246E,まわりに きをはやして みかたの,まわりに きをはやして みかたの,
STR_DE_2484,\,\,
STR_DE_248B,かいひりつをあけ゛る,かいひりつをあけ゛る,
STR_DE_249D,し゛めんにしは゛りつけて,し゛めんにしは゛りつけて,
STR_DE_24AF,\,\,
STR_DE_24B6,てき1たいをマヒさせる,てき1たいをマヒさせる,
STR_DE_24C9,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_24DB,\,\,
STR_DE_24E2,いわを おとしてタ゛メーシ゛,いわを おとしてタ゛メーシ゛,
STR_DE_24F8,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_250A,\,\,
STR_DE_2511,てき1たいにタ゛メーシ゛,てき1たいにタ゛メーシ゛,
STR_DE_2525,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2537,\,\,
STR_DE_253E,いわを あめのように ふらせる,いわを あめのように ふらせる,
STR_DE_2555,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2567,\,\,
STR_DE_256E,ストーンシャワーより きょうりょく,ストーンシャワーより きょうりょく,
STR_DE_2587,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_259A,\,\,
STR_DE_25A1,てきを ふみつけて こうけ゛き,てきを ふみつけて こうけ゛き,
STR_DE_25B8,シッホ゜をふって ちょうはつし,シッホ゜をふって ちょうはつし,
STR_DE_25CD,\,\,
STR_DE_25D4,めいちゅうを さけ゛る,めいちゅうを さけ゛る,
STR_DE_25E7,すは゛やくうこ゛いて,すは゛やくうこ゛いて,
STR_DE_25F7,\,\,
STR_DE_25FE,かいひりつをあけ゛る,かいひりつをあけ゛る,
STR_DE_2610,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2622,\,\,
STR_DE_2629,くうきの かたまりを ふ゛つける,くうきの かたまりを ふ゛つける,
STR_DE_2641,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2653,\,\,
STR_DE_265A,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_2670,からた゛をまるめて,からた゛をまるめて,
STR_DE_267F,\,\,
STR_DE_2686,ほ゛うき゛ょりょくアッフ゜,ほ゛うき゛ょりょくアッフ゜,
STR_DE_269B,みかた1たいの,みかた1たいの,
STR_DE_26A8,\,\,
STR_DE_26AF,ステータスいし゛ょうをけす,ステータスいし゛ょうをけす,
STR_DE_26C4,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_26D7,\,\,
STR_DE_26DE,うて゛を たたきつけてタ゛メーシ゛,うて゛を たたきつけてタ゛メーシ゛,
STR_DE_26F7,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_270A,\,\,
STR_DE_2711,うて゛をはけ゛しくふってこうけ゛き,うて゛をはけ゛しくふってこうけ゛き,
STR_DE_272A,こもりうたをうたって,こもりうたをうたって,
STR_DE_273A,\,\,
STR_DE_2741,てきせ゛んたいをねむらせる,てきせ゛んたいをねむらせる,
STR_DE_2756,あくひ゛て゛ てき,あくひ゛て゛ てき,
STR_DE_2765,\,\,
STR_DE_276C,せ゛んたいを ねむらせる,せ゛んたいを ねむらせる,
STR_DE_2780,し゛めんをゆらして,し゛めんをゆらして,
STR_DE_278F,\,\,
STR_DE_2796,てきせ゛んたいをよろけさせる,てきせ゛んたいをよろけさせる,
STR_DE_27AC,ねむくなるけむりをた゛して,ねむくなるけむりをた゛して,
STR_DE_27BF,\,\,
STR_DE_27C6,てきせ゛んたいをねむらせる,てきせ゛んたいをねむらせる,
STR_DE_27DB,イヤなおとをた゛して,イヤなおとをた゛して,
STR_DE_27EB,\,\,
STR_DE_27F2,てきのこうけ゛きりょくをさけ゛る,てきのこうけ゛きりょくをさけ゛る,
STR_DE_280A,てき1たいをおと゛して、,てき1たいをおと゛して、,
STR_DE_281C,\,\,
STR_DE_2823,ひるませる,ひるませる,
STR_DE_2830,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2843,\,\,
STR_DE_284A,えた゛をふって てきにタ゛メーシ゛,えた゛をふって てきにタ゛メーシ゛,
STR_DE_2863,せいめいエネルキ゛ーのしす゛くて゛,せいめいエネルキ゛ーのしす゛くて゛,
STR_DE_287A,\,\,
STR_DE_2881,みかた1たいのステータスをかいふく,みかた1たいのステータスをかいふく,
STR_DE_289A,ここちよいもりのくうきをた゛して,ここちよいもりのくうきをた゛して,
STR_DE_28B0,\,\,
STR_DE_28B7,みかたせ゛んたいのHPをかいふく,みかたせ゛んたいのHPをかいふく,
STR_DE_28CF,みかたのまえに かへ゛をつくり,みかたのまえに かへ゛をつくり,
STR_DE_28E4,\,\,
STR_DE_28EB,てきのこうけ゛きをふせく゛,てきのこうけ゛きをふせく゛,
STR_DE_2900,てき1たいのあしをはらって,てき1たいのあしをはらって,
STR_DE_2913,\,\,
STR_DE_291A,よろけさせる,よろけさせる,
STR_DE_2928,てきを いとて゛からませ,てきを いとて゛からませ,
STR_DE_293A,\,\,
STR_DE_2941,すは゛やさをさけ゛る,すは゛やさをさけ゛る,
STR_DE_2953,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2966,\,\,
STR_DE_296D,れんそ゛くて゛てきをなく゛る,れんそ゛くて゛てきをなく゛る,
STR_DE_2983,ようきなタ゛ンスて゛ みかた,ようきなタ゛ンスて゛ みかた,
STR_DE_2997,\,\,
STR_DE_299E,せ゛んたいのHPをかいふく,せ゛んたいのHPをかいふく,
STR_DE_29B3,のろいのタ゛ンスて゛ てき,のろいのタ゛ンスて゛ てき,
STR_DE_29C6,\,\,
STR_DE_29CD,せ゛んたいのステータスをさけ゛る,せ゛んたいのステータスをさけ゛る,
STR_DE_29E5,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_29F8,\,\,
STR_DE_29FF,やりや けんをかまえて たいあたり,やりや けんをかまえて たいあたり,
STR_DE_2A18,はて゛なおうえんをして,はて゛なおうえんをして,
STR_DE_2A29,\,\,
STR_DE_2A30,みかたのこうけ゛きりょくをアッフ゜,みかたのこうけ゛きりょくをアッフ゜,
STR_DE_2A49,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2A5C,\,\,
STR_DE_2A63,ホ゛ールをなけ゛つけてタ゛メーシ゛,ホ゛ールをなけ゛つけてタ゛メーシ゛,
STR_DE_2A7C,みかたせ゛んたいの,みかたせ゛んたいの,
STR_DE_2A8B,\,\,
STR_DE_2A92,かいひりつをアッフ゜,かいひりつをアッフ゜,
STR_DE_2AA4,ねむりた゛まて゛ てき,ねむりた゛まて゛ てき,
STR_DE_2AB5,\,\,
STR_DE_2ABC,せ゛んたいを ねむらせる,せ゛んたいを ねむらせる,
STR_DE_2AD0,なそ゛のたまをなけ゛つける,なそ゛のたまをなけ゛つける,
STR_DE_2AE3,\,\,
STR_DE_2AEA,なにか゛おこるかわからない,なにか゛おこるかわからない,
STR_DE_2AFF,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2B12,\,\,
STR_DE_2B19,ホ゛ールて゛れんそ゛くこうけ゛き,ホ゛ールて゛れんそ゛くこうけ゛き,
STR_DE_2B31,つよいひかりて゛てきせ゛んたいの,つよいひかりて゛てきせ゛んたいの,
STR_DE_2B47,\,\,
STR_DE_2B4E,めいちゅうを さけ゛る,めいちゅうを さけ゛る,
STR_DE_2B61,こころをしゅうちゅうさせて、,こころをしゅうちゅうさせて、,
STR_DE_2B75,\,\,
STR_DE_2B7C,とくしゅのうりょくをあけ゛る,とくしゅのうりょくをあけ゛る,
STR_DE_2B92,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2BA5,\,\,
STR_DE_2BAC,まるこ゛とのみこんて゛タ゛メーシ゛,まるこ゛とのみこんて゛タ゛メーシ゛,
STR_DE_2BC5,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_2BD8,\,\,
STR_DE_2BDF,てきを まるかし゛り,てきを まるかし゛り,
STR_DE_2BF1,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2C03,\,\,
STR_DE_2C0A,ねんりきて゛タ゛メーシ゛をあたえる,ねんりきて゛タ゛メーシ゛をあたえる,
STR_DE_2C23,てき1たいをにらみつけて,てき1たいをにらみつけて,
STR_DE_2C35,\,\,
STR_DE_2C3C,マヒさせる,マヒさせる,
STR_DE_2C49,てき1たいをにらみつけて,てき1たいをにらみつけて,
STR_DE_2C5B,\,\,
STR_DE_2C62,こんらんさせる,こんらんさせる,
STR_DE_2C71,てき1たいを きょうせいてきに,てき1たいを きょうせいてきに,
STR_DE_2C86,\,\,
STR_DE_2C8D,シャットタ゛ウンさせる,シャットタ゛ウンさせる,
STR_DE_2CA0,うすいまくて゛おおって みかたに,うすいまくて゛おおって みかたに,
STR_DE_2CB6,\,\,
STR_DE_2CBD,とくしゅのたいせいか゛つく,とくしゅのたいせいか゛つく,
STR_DE_2CD2,ちょうおんは゜て゛,ちょうおんは゜て゛,
STR_DE_2CE1,\,\,
STR_DE_2CE8,てき1たいをこんらんさせる,てき1たいをこんらんさせる,
STR_DE_2CFD,みかたのウィルスを,みかたのウィルスを,
STR_DE_2D0C,\,\,
STR_DE_2D13,とりのそ゛くことか゛て゛きる,とりのそ゛くことか゛て゛きる,
STR_DE_2D29,みかた1たいのHPを,みかた1たいのHPを,
STR_DE_2D39,\,\,
STR_DE_2D40,かいふくさせる,かいふくさせる,
STR_DE_2D4F,みす゛のかへ゛をつくり,みす゛のかへ゛をつくり,
STR_DE_2D60,\,\,
STR_DE_2D67,みす゛・こおりのたいせいをえる,みす゛・こおりのたいせいをえる,
STR_DE_2D7E,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2D90,\,\,
STR_DE_2D97,おおきななみて゛こうけ゛き,おおきななみて゛こうけ゛き,
STR_DE_2DAC,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2DBF,\,\,
STR_DE_2DC6,すると゛いはねて゛きりつける,すると゛いはねて゛きりつける,
STR_DE_2DDC,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2DEF,\,\,
STR_DE_2DF6,し゛ょうくうから たいあたり,し゛ょうくうから たいあたり,
STR_DE_2E0C,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2E1F,\,\,
STR_DE_2E26,あいてか゛よろけることもある,あいてか゛よろけることもある,
STR_DE_2E3C,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_2E4E,\,\,
STR_DE_2E55,たつまきて゛せ゛んたいこうけ゛き,たつまきて゛せ゛んたいこうけ゛き,
STR_DE_2E6D,しんひ゜てきなおと゛りをして,しんひ゜てきなおと゛りをして,
STR_DE_2E81,\,\,
STR_DE_2E88,みかたのステータスをあけ゛る,みかたのステータスをあけ゛る,
STR_DE_2E9E,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2EB1,\,\,
STR_DE_2EB8,はねをた゛んか゛んのようにとは゛す,はねをた゛んか゛んのようにとは゛す,
STR_DE_2ED1,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2EE4,\,\,
STR_DE_2EEB,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_2F01,みかたせ゛んたいのHPを,みかたせ゛んたいのHPを,
STR_DE_2F13,\,\,
STR_DE_2F1A,かいふくさせる,かいふくさせる,
STR_DE_2F29,かせ゛て゛よろいをつくって,かせ゛て゛よろいをつくって,
STR_DE_2F3C,\,\,
STR_DE_2F43,かせ゛のたいせいをえる,かせ゛のたいせいをえる,
STR_DE_2F56,かせ゛のちからて゛そらにういて,かせ゛のちからて゛そらにういて,
STR_DE_2F6B,\,\,
STR_DE_2F72,し゛めんのたいせいをえる,し゛めんのたいせいをえる,
STR_DE_2F86,すると゛いと゛くは゛りて゛,すると゛いと゛くは゛りて゛,
STR_DE_2F99,\,\,
STR_DE_2FA0,てき1たいを つつく,てき1たいを つつく,
STR_DE_2FB2,て゛んきたいせいを,て゛んきたいせいを,
STR_DE_2FC1,\,\,
STR_DE_2FC8,むこうかする,むこうかする,
STR_DE_2FD6,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_2FE9,\,\,
STR_DE_2FF0,すると゛いテ゛ィスクをとは゛す,すると゛いテ゛ィスクをとは゛す,
STR_DE_3007,ハ゜ワーのテ゛ィスクをきと゛うし,ハ゜ワーのテ゛ィスクをきと゛うし,
STR_DE_301D,\,\,
STR_DE_3024,こうけ゛きりょくをあけ゛る,こうけ゛きりょくをあけ゛る,
STR_DE_3039,すは゛やさのテ゛ィスクを,すは゛やさのテ゛ィスクを,
STR_DE_304B,\,\,
STR_DE_3052,きと゛うし すは゛やさをあけ゛る,きと゛うし すは゛やさをあけ゛る,
STR_DE_306A,ほ゛うき゛ょのテ゛ィスクを,ほ゛うき゛ょのテ゛ィスクを,
STR_DE_307D,\,\,
STR_DE_3084,きと゛うし ほ゛うき゛ょをアッフ゜,きと゛うし ほ゛うき゛ょをアッフ゜,
STR_DE_309D,かいふくのテ゛ィスクをきと゛うし,かいふくのテ゛ィスクをきと゛うし,
STR_DE_30B3,\,\,
STR_DE_30BA,HPをかいふくさせる,HPをかいふくさせる,
STR_DE_30CC,みかた1たいの,みかた1たいの,
STR_DE_30D9,\,\,
STR_DE_30E0,ステータスをアッフ゜させる,ステータスをアッフ゜させる,
STR_DE_30F5,みかたの こうと゛うを,みかたの こうと゛うを,
STR_DE_3106,\,\,
STR_DE_310D,まねする,まねする,
STR_DE_3119,あみのクッションをた゛して,あみのクッションをた゛して,
STR_DE_312C,\,\,
STR_DE_3133,た゛け゛きのたいせいをえる,た゛け゛きのたいせいをえる,
STR_DE_3148,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_315A,\,\,
STR_DE_3161,きょうれつなレーサ゛ーを はなつ,きょうれつなレーサ゛ーを はなつ,
STR_DE_3179,みかた1たいのわさ゛しようかいすう,みかた1たいのわさ゛しようかいすう,
STR_DE_3190,\,\,
STR_DE_3197,を かいふく,を かいふく,
STR_DE_31A5,し゛ゅうりょくて゛うかんて゛いる,し゛ゅうりょくて゛うかんて゛いる,
STR_DE_31BB,\,\,
STR_DE_31C2,てきを し゛めんにおろす,てきを し゛めんにおろす,
STR_DE_31D6,てきのこうけ゛きを,てきのこうけ゛きを,
STR_DE_31E5,\,\,
STR_DE_31EC,みか゛わりをたてて かわす,みか゛わりをたてて かわす,
STR_DE_3201,なそ゛なそ゛をた゛して,なそ゛なそ゛をた゛して,
STR_DE_3212,\,\,
STR_DE_3219,てき1たいをこんらんさせる,てき1たいをこんらんさせる,
STR_DE_322E,て゛んきをとおさないコートて゛,て゛んきをとおさないコートて゛,
STR_DE_3243,\,\,
STR_DE_324A,て゛んきのたいせいをえる,て゛んきのたいせいをえる,
STR_DE_325E,きのむくままにヘ゜ンか゛はしり,きのむくままにヘ゜ンか゛はしり,
STR_DE_3273,\,\,
STR_DE_327A,なにか゛おきるかわからない,なにか゛おきるかわからない,
STR_DE_328F,てき1たいをふ゛んせきして,てき1たいをふ゛んせきして,
STR_DE_32A2,\,\,
STR_DE_32A9,おなし゛ステータスになる,おなし゛ステータスになる,
STR_DE_32BD,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_32D0,\,\,
STR_DE_32D7,とてもきょうれつなチョッフ゜,とてもきょうれつなチョッフ゜,
STR_DE_32ED,し゛ふ゛んか゛よわっているほと゛,し゛ふ゛んか゛よわっているほと゛,
STR_DE_3303,\,\,
STR_DE_330A,おおきなタ゛メーシ゛をあたえる,おおきなタ゛メーシ゛をあたえる,
STR_DE_3321,し゛ふ゛んの,し゛ふ゛んの,
STR_DE_332D,\,\,
STR_DE_3334,すは゛やさをあけ゛る,すは゛やさをあけ゛る,
STR_DE_3346,からかって ちょうはつし,からかって ちょうはつし,
STR_DE_3358,\,\,
STR_DE_335F,めいちゅうを さけ゛る,めいちゅうを さけ゛る,
STR_DE_3372,てきにかかっているステータス,てきにかかっているステータス,
STR_DE_3386,\,\,
STR_DE_338D,アッフ゜をよこと゛りする,アッフ゜をよこと゛りする,
STR_DE_33A1,からた゛を ふくらませて,からた゛を ふくらませて,
STR_DE_33B3,\,\,
STR_DE_33BA,た゛け゛き・し゛めんたいせいをえる,た゛け゛き・し゛めんたいせいをえる,
STR_DE_33D3,みかたせ゛んたいの,みかたせ゛んたいの,
STR_DE_33E2,\,\,
STR_DE_33E9,ステータスをアッフ゜,ステータスをアッフ゜,
STR_DE_33FB,HPをかいふくさせるために,HPをかいふくさせるために,
STR_DE_340E,\,\,
STR_DE_3415,ねむる,ねむる,
STR_DE_3420,てきの ねむりをすいとり,てきの ねむりをすいとり,
STR_DE_3432,\,\,
STR_DE_3439,いねむりし゛ょうたいになる,いねむりし゛ょうたいになる,
STR_DE_344E,したて゛をなめて,したて゛をなめて,
STR_DE_345C,\,\,
STR_DE_3463,HPをかいふくする,HPをかいふくする,
STR_DE_3474,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_3487,\,\,
STR_DE_348E,か゛むしゃらにれんそ゛くこうけ゛き,か゛むしゃらにれんそ゛くこうけ゛き,
STR_DE_34A7,こうけ゛きけいタ゛メーシ゛,こうけ゛きけいタ゛メーシ゛,
STR_DE_34BA,\,\,
STR_DE_34C1,ころか゛って てきにこうけ゛き,ころか゛って てきにこうけ゛き,
STR_DE_34D8,ちからをぬいて,ちからをぬいて,
STR_DE_34E5,\,\,
STR_DE_34EC,かいひりつアッフ゜,かいひりつアッフ゜,
STR_DE_34FD,すか゛たをかえて、,すか゛たをかえて、,
STR_DE_350C,\,\,
STR_DE_3513,てきのこうけ゛きをかわす,てきのこうけ゛きをかわす,
STR_DE_3527,すると゛いはっは゜て゛みをつつみ,すると゛いはっは゜て゛みをつつみ,
STR_DE_353D,\,\,
STR_DE_3544,ちかつ゛くてきにタ゛メーシ゛,ちかつ゛くてきにタ゛メーシ゛,
STR_DE_355A,シャットタ゛ウンするかわりに,シャットタ゛ウンするかわりに,
STR_DE_356E,\,\,
STR_DE_3575,みかたせ゛んたいはかいふく,みかたせ゛んたいはかいふく,
STR_DE_358A,かたいよろいて゛,かたいよろいて゛,
STR_DE_3598,\,\,
STR_DE_359F,ほ゛うき゛ょりょくアッフ゜,ほ゛うき゛ょりょくアッフ゜,
STR_DE_35B4,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_35C6,\,\,
STR_DE_35CD,あしもとを ふんかさせてこうけ゛き,あしもとを ふんかさせてこうけ゛き,
STR_DE_35E6,た゛け゛きと さ゛んけ゛きを,た゛け゛きと さ゛んけ゛きを,
STR_DE_35FA,\,\,
STR_DE_3601,むこうかするハ゛リアをはる,むこうかするハ゛リアをはる,
STR_DE_3616,きゅうしょをついて,きゅうしょをついて,
STR_DE_3625,\,\,
STR_DE_362C,てきをシャットタ゛ウンさせる,てきをシャットタ゛ウンさせる,
STR_DE_3642,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_3655,\,\,
STR_DE_365C,れんそ゛くて゛ついてこうけ゛き,れんそ゛くて゛ついてこうけ゛き,
STR_DE_3673,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_3685,\,\,
STR_DE_368C,はけ゛しいあわて゛こうけ゛き,はけ゛しいあわて゛こうけ゛き,
STR_DE_36A2,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_36B4,\,\,
STR_DE_36BB,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_36D1,し゛ょうたいいし゛ょうを,し゛ょうたいいし゛ょうを,
STR_DE_36E3,\,\,
STR_DE_36EA,かいふくする,かいふくする,
STR_DE_36F8,すは゛やさけいタ゛メーシ゛,すは゛やさけいタ゛メーシ゛,
STR_DE_370B,\,\,
STR_DE_3712,すると゛いウロコをとは゛す,すると゛いウロコをとは゛す,
STR_DE_3727,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_3739,\,\,
STR_DE_3740,は゛くはつする たまて゛こうけ゛き,は゛くはつする たまて゛こうけ゛き,
STR_DE_3759,ねは゛ねは゛する えきたいて゛,ねは゛ねは゛する えきたいて゛,
STR_DE_376E,\,\,
STR_DE_3775,てきのすは゛やさをさけ゛る,てきのすは゛やさをさけ゛る,
STR_DE_378A,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_379C,\,\,
STR_DE_37A3,ようかいえきて゛ てきを とかす,ようかいえきて゛ てきを とかす,
STR_DE_37BB,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_37CD,\,\,
STR_DE_37D4,はけ゛しいほのおて゛こうけ゛き,はけ゛しいほのおて゛こうけ゛き,
STR_DE_37EB,てきを いかくして,てきを いかくして,
STR_DE_37FA,\,\,
STR_DE_3801,ひるませる,ひるませる,
STR_DE_380E,あわのまくをはって,あわのまくをはって,
STR_DE_381D,\,\,
STR_DE_3824,みす゛・こおりのたいせいをえる,みす゛・こおりのたいせいをえる,
STR_DE_383B,からた゛のいろをかえて,からた゛のいろをかえて,
STR_DE_384C,\,\,
STR_DE_3853,ステータスアッフ゜,ステータスアッフ゜,
STR_DE_3864,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_3876,\,\,
STR_DE_387D,こうあつのすいりゅうて゛こうけ゛き,こうあつのすいりゅうて゛こうけ゛き,
STR_DE_3896,とてつもないおおなみて゛,とてつもないおおなみて゛,
STR_DE_38A8,\,\,
STR_DE_38AF,てきせ゛んたいにタ゛メーシ゛,てきせ゛んたいにタ゛メーシ゛,
STR_DE_38C5,とくしゅけいタ゛メーシ゛,とくしゅけいタ゛メーシ゛,
STR_DE_38D7,\,\,
STR_DE_38DE,ねんりきて゛ はかいする,ねんりきて゛ はかいする,
